"Entitatea","2014","2013","2011","2009","2006","2003","2001"
"Araba/Álava","61.71","61.71","63.38","64.59","66.36","70.24","70.47"
"Bizkaia","61.40","61.51","63.42","63.30","62.35","65.89","65.90"
"CAE","61.00","61.27","62.68","62.61","63.37","66.42","66.79"
"Gipuzkoa","60.06","60.68","61.21","60.62","63.76","65.54","66.62"
