"Entitatea","2014","2013","2011","2010","2006","2001"
"Araba/Álava","81.80","81.30","79.10","73.70","71.50","69.00"
"Bizkaia","75.90","75.60","82.10","65.30","64.23","62.00"
"CAE","79.50","79.20","76.60","69.70","68.59","67.00"
"Gipuzkoa","84.20","84.00","72.50","75.20","74.51","74.00"
