"Entitatea","2012","2010","2008","2005","2000"
"Araba/Álava","1.15","-2.56","5.07","6.57","9.15"
"Bizkaia","-0.95","0.57","3.53","5.75","7.82"
"CAE","-0.47","-0.13","5.62","6.54","8.28"
"Gipuzkoa","-0.50","0.01","8.11","7.11","8.42"
